CODE,SECTOR
1490,CENTRO DE SAUDE E TECNOLOGIA RURAL
1491,CSTR - DIRECAO DE CENTRO
1492,CSTR - DPTO DE CIENCIAS BASICAS
1493,CSTR - DPTO DE VETERINARIA
1494,CSTR - DPTO DE ENGENHARIA FLORESTAL
1495,CSTR - DPTO DE CLINICAS VETERINARIAS
1496,CCS - NÚCLEO EM ESTUDO E TÉCNICAS EM ENGENHARIA BIOMÉDICA (NETEB)
1497,CCS - DEPARTAMENTO DE CIRURGIA
1498,PROPLAN - DAE
1499,PRAI - NPD CAMPUS II
1500,CT - NÚCLEO DE PESQUISA E PROCESSAMENTO DE ALIMENTOS (NUPPA)
1501,SRH-SECLARC
1502,SRH-SECAO DE EXPEDIENTE
1503,SRH-ARQUIVO
1504,SRH-COORDENACAO DE R.HUMANOS
1505,SRH-SETOR DE MOVIMENTACAO
1506,SRH-SESMT
1507,SRH-INATIVOS
1508,PU GARAGEM CENTRAL
1509,PRAI-ASS. ASSUNTOS INTERNACIONAIS
1510,PRAI-ASS.COMICA.IMPRENSA
1511,PRAI-ARQUIVO SETORIAL
1512,PRAI-ALMOXARIFADO SETOR.
1513,PRAI-GERENCIA DE PESSOAL
1514,PRAI-COORD.SETRO.GRADUACAO
1515,PRAI-CRECHE PRE-ESCOLA
1516,PRAI-COORD.SETRO.COMUNIT.
1517,PRAI-COORD.SETOR.ADMINIS.
1518,PRAI-COORD SETOR C ACAD
1519,PRAI-COORD SETOR PL DES
1520,PRAI-PRPG ADJUNTA
1521,PRAI-DCE
1522,HOSP - HOSP - HU ALCIDES CARNEIRO
1523,PRAI-SETOR DE LICITACAO
1524,PRAI-R.U.
1525,PRAI-CAMARA DO CONSEPE
1526,PRAI-SESMET
1527,PRAI-SISTEMA TELEFONICO
1528,PRAI-SUB COORD PATRIMONIO
1529,PRAI- EXPEDICAO E ARQUIVO
1530,PRAI- GRAFICA
1531,PRAI- POSTO MEDICO ODONT.
1532,PRAI-BIBLIOTECA SETORIAL
1533,PRAI-SUEP
1534,PRAI-SUEP/GAT-NUC.SOUZA
1535,PRAI-SUB.PREFEITURA C II
1536,PRAI-NPD/CG
1537,PRAI-SETOR DE PROTOCOLO
1538,PRAI-PSICOLOG.ORGANIZAC.
1539,INATIVOS
1540,PENSIONISTA
1541,PRAC CODENF.
1542,DEPTO DE EDUCACAO FISICA
1543,DEPTO DE FISIOTERAPIA
1544,ESCOLA TECNICA DE SAUDE
1545,ENGENHARIA DE MATERIAIS
1546,DEPTO DE DESENHO INDUSTRIAL
1547,DEPTO AGROPECUARIO
1548,ESCOLA ENFER. MARIA LETICIA BOTELHO
1549,ESTUDOS BASICOS DIR. PRIV.
1550,SRH-DCS
1551,PRAI- ASSESSORIA JURIDICA
1552,PRAI-N.INOVACAO TECNOLOGICA
1553,PRAI-CURSO LINGUA RUSSA
1555,HOSP - HULW MET GRAFICOS
1556,HOSP - HULW CLINICA CIRURGICA
1557,NUCLEO DE PROC. DADOS C.GRANDE_PROPLAN
1558,DEPARTAMENTO DE GEOCIENCIAS
1559,DEPARTAMENTO DE PSICOLOGIA__CCHLA
1560,HOSP - HULW RADIOLOGIA
1561,NUCLEO DE TECNOLOGIA CURTUME TANATES_CCT
1562,HOSP - HULW GASOTERAPIA
1563,COMIS.PERM. PESS.TEC.-ADM.;VICE-REITORIA
1564,DEPT. DE CLINICAS VETERINARIAS
1565,SCS - TV UNIVERSITÁRIA (TV UFPB)
1566,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURÍDICA
1567,HOSP - HULW CLÍNICA DE DOENÇAS INFECTO CONTAGIOSAS (DIC)
1568,HOSP - HULW TISIOLOGIA
1569,HOSP - HULW CONDOMÍNIO
1570,PRAI - PREFEITURA CAMPUS II
1571,CT - LABORATÓRIO DE ENERGIA SOLAR
1572,AUDITORIA INTERNA
1573,SECRETARIA ESPECIAL DE INTEGRACAO
1574,CEAR - DEPARTAMENTO DE ENGENHARIA ELÉTRICA
1575,CT - DEPARTAMENTO DE ENGENHARIA DE MATERIAIS
1577,CCS - DPTO DE PEDIATRIA E GENETICA
1578,CCJ - DEPARTAMENTO DE CIÊNCIAS JURÍDICAS
1579,CCS - DEPARTAMENTO ENF. MED. CIR. ADMINISTRATIVA
1580,CENTRO DE TECNOLOGIA E DESENVOLVIMENTO REGIONAL (CTDR)
1581,SRH-COMISSAO DE PERICIA MEDICA
1582,CCS - DEPARTAMENTO DE OBSTETRÍCIA E GINECOLOGIA
1583,CT - DEPARTAMENTO DE ENGENHARIA CIVIL E AMBIENTAL
1584,PROEX - NUCLEO ESTUDO E AÇÕES URGENTES E DESASTRES (NEUD)
1585,PROEX - NÚCLEO INTEGRADO DE ESTUDO PARA TERCEIRA IDADE (NIETI)
1586,CCSA - COORD MESTRADO EM ADMINISTRACAO
1587,CCSA - COORD MESTRADO DE CONTABILIDADE
1588,CCSA - BIBLIOTECA SETORIAL
1589,CCSA - COORDENAÇÃO DE ADMINISTRAÇÃO
1590,CCSA - COORDENACÃO DE BIBLIOTECONOMIA E DOCUMENTAÇÃO
1591,CCSA - COORDENACÃO DE ECONOMIA
1592,CCSA - COORDENACÃO DE CIÊNCIAS CONTÁBEIS
1593,SRH - PAIAD
1594,UFPB/UFCG
1595,CCTA - DEPARTAMENTO DE ARTES CÊNICAS
1596,CCTA - DEPARTAMENTO DE ARTES VISUAIS
1597,CCTA - DEPARTAMENTO
1598,CCSA - CURSO DE GRAD RELAÇOES INTERNACIO
1599,CCS - COORDENAÇÃO DE FONOAUDIOLOGIA
1600,CTDR - DIREÇÃO DE CENTRO
1601,CTDR - DEPARTAMENTO TEC PROD ORIG ANIMAL
1602,CTDR - DEPARTAMENTO DE TECNOLOGIA SUCROALCOOLEIRA
1603,CCSA - DEPARTAMENTO DE GESTÃO PÚBLICA
1604,CTDR - COORDENAÇÃO DE LÍNGUAS E MATEMÁTICA
1605,CTDR - COORDENAÇÃO DE TECNOLOGIA PRODUÇÃO ANIMAL
1606,CTDR - COORDENAÇÃO DE TECNOLOGIA SUCROALCOLEIRA
1607,CCSA - COORDENAÇÃO DE GESTÃO PÚBLICA
1608,CCS - DEPARTAMENTO DE FONOAUDIOLOGIA
1609,CCHSA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS
1610,CT - DEPARTAMENTO DE ENGENHARIA QUÍMICA
1611,CCSA - COORDENACÃO DE RELAÇÕES INTERNACIONAIS
1612,CCSA - DEPARTAMENTO DE RELACÕES INTERNACIONAIS
1613,CTDR - DIVISÃO ADMINISTRATIVA DE CENTRO
1614,CENTRO DE CIENCIAS MEDICAS (CCM)
1615,CCM - DIREÇÃO DE CENTRO
1616,CCM - DEPARTAMENTO DE MEDICINA INTERNA
1617,CCM - DEPARTAMENTO DE CIRURGIA
1618,CCM - DEPARTAMENTO DE OBSTETRÍCIA E GINECOLOGIA
1619,CCM - DEPARTAMENTO DE PEDIATRIA E GENÉTICA
1620,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE
1621,PENSIONISTAS CIVIS
1622,CE - DEPARTAMENTO DE CIÊNCIAS DAS RELIGIÕES
1623,CCHSA - DEPARTAMENTO DE GESTÃO E TECNOLOGIA AGROINDUSTRIAL
1624,CCA - DEPARTAMENTO DE BIOCIÊNCIAS
1625,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS
1626,CE - DEPTO DE CIENCIAS DAS RELIGIOES
1627,CCHLA - DEPARTAMENTO DE MÍDIAS DIGITAIS
1628,CE - DEPARTAMENTO DE PSICOPEDAGOGIA
1629,CCS - DEPARTAMENTO DE TERAPIA OCUPACIONAL
1630,CE - DEPARTAMENTO DE MÍDIAS NA EDUCAÇÃO
1631,CCSA - COORDENAÇÃO DE ARQUIVOLOGIA
1632,CENTRO DE CIÊNCIAS APLICADAS E EDUCAÇÃO (CCAE)
1633,CCAE - DIREÇÃO DE CENTRO
1634,CCAE - DEPARTAMENTO DE CIÊNCIAS SOCIAIS
1635,CCAE - DEPARTAMENTO DE EDUCAÇÃO
1636,CCAE - DEPARTAMENTO DE ENGENHARIA E MEIO AMBIENTE
1637,CCAE - DEPARTAMENTO DE CIÊNCIAS EXATAS
1701,CCSA - CURSO DE ARQUIVOLOGIA
1764,CCAE - DEPARTAMENTO DE LETRAS
1765,SUPERINTENDÊNCIA DE EDUCAÇÃO À DISTÂNCIA
1766,CCAE - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS
1767,CCHSA - DEPARTAMENTO DE EDUCAÇÃO
1768,CCHSA - CAVN - COLÉGIO AGRÍCOLA VIDAL DE NEGREIROS
1769,CAVN - DCSA
1770,CAVN - DGTA
1772,CAVN - DAP
1774,PRÓ-REITORIA DE ASSISTÊNCIA E PROMOÇÃO AO ESTUDANTE (PRAPE)
1775,PRAPE - COORDENAÇÃO DE APOIO AO ESTUDANTE
1776,PRAPE - COORDENAÇÃO MODALIDADE E INTERCÂMBIO ESTUDANTIL
1777,PRAPE - SUPERINTENDÊNCIA DE RESTAURANTES UNIVERSITÁRIOS
1778,PRAPE - COORDENAÇÃO DE ESTÁGIOS E MONITORIAS
1779,CT - DEPARTAMENTO DE ENGENHARIA DE ALIMENTOS
1780,PRÓ-REITORIA DE GESTÃO DE PESSOAS (PROGEP)
1781,PROGEP - SECRETARIA EXECUTIVA
1782,PROGEP - ASSESSORIA TÉCNICA E DE PLANEJAMENTO (ATPLAN)
1783,PROGEP - CENTRAL DE ATENDIMENTO AO SERVIDOR (CAS)
1784,STI - NÚCLEO SETORIAL DE TECNOLOGIA DA INFORMAÇÃO - REITORIA
1785,REITORIA - COMISSÃO PERMANENTE PESSOAL DOCENTE (CPPD)
1786,PROGEP - COMISSÃO PERMANENTE DE ACUMULAÇÃO DE CARGOS E EMPREGOS (CPACE)
1787,PROGEP - CENTRO DE DESENVOLVIMENTO DO SERVIDOR PÚBLICO (CEDESP)
1788,PROGEP - NÚCLEO DOCUMENTAÇAO PESSOAL E INFORMAÇÃO (NDPI)
1789,PROGEP - EXPEDIENTE
1790,PROGEP - COORDENAÇÃO DE PROCESSOS DE GESTÃO DE PESSOAS (CPGP)
1791,SECRETARIA DA CPGP
1792,PROGEP - DIVISÃO DE LEGISLAÇÃO E CONTROLE DE PROCESSOS (DLCP)
1793,PROGEP - SEÇÃO DE LEGISLAÇÃO
1794,PROGEP - SEÇÃO DE ANÁLISE TÉCNICA E CONTROLE DE PROCESSOS
1795,PROGEP - DIVISÃO DE CADASTRO E PAGAMENTO DE SERVIDORES (DCPS)
1796,PROGEP - SEÇÃO DE CADASTRO E REGISTRO FUNCIONAL (SCRF)
1797,PROGEP - SEÇÃO DE CONTROLE DE PAGAMENTO
1798,PROGEP - DIVISÃO DE SELEÇÃO E PROVISÃO (DSP)
1799,PROGEP - SEÇÃO DE CONCURSO PÚBLICO E SELEÇÃO
1800,PROGEP - SEÇÃO DE PROVISÃO
1801,PROGEP - COORDENAÇÃO DE QUALIDADE DE VIDA; SAÚDE E SEGURANÇA NO TRABALHO (CQVSST)
1802,SECRETARIA DA CQV
1803,PROGEP - DIVISÃO DE QUALIDADE DE VIDA E SAÚDE (DQVS)
1804,PROGEP - SEÇÃO DE ATENÇÃO À SAÚDE
1805,PROGEP - SEÇÃO DE PERÍCIAS EM SAÚDE (SPS)
1806,PROGEP - DIVISÃO DE BENEFÍCIOS AO SERVIDOR (DBS)
1807,PROGEP - DIVISÃO DE SEGURANÇA DO TRABALHO (DIST)
1808,PROGEP - SEÇÃO DE SAÚDE OCUPACIONAL
1809,PROGEP - COORDENAÇÃO DE DESENVOLVIMENTO DE PESSOAS (CDP)
1810,SECRETARIA DA CDP
1811,PROGEP - DIVISÃO DE PLANEJAMENTO E CARREIRA (DPC)
1812,PROGEP - SEÇÃO DE DIMENSIONAMENTO E MOVIMENTAÇÃO
1813,PROGEP - SEÇÃO DE ACOMPANHAMENTO DA CARREIRA
1814,PROGEP - DIVISÃO DE GESTÃO DE DESEMPENHO (DGD)
1815,PROGEP - SEÇÃO DE ACOMPANHAMENTO DA GESTÃO DE DESEMPENHO
1816,PROGEP - SEÇÃO DE GERENCIAMENTO DA GESTÃO DE DESEMPENHO
1817,PROGEP - DIVISÃO DE EDUCAÇÃO E CAPACITAÇÃO PROFISSIONAL (DECP)
1818,PROGEP - SEÇÃO DE EDUCAÇÃO E CAPACITAÇÃO TÉCNICA
1819,PROGEP - SEÇÃO DE EDUCAÇÃO E CAPACITAÇÃO ADMINISTRATIVA E COMPORTAMENTAL
1820,PRÓ-REITORIA DE ASSISTÊNCIA E PROMOÇÃO AO ESTUDANTE
1821,CCJ - COORDENAÇÃO DE DIREITO (SANTA RITA)
1852,CENTRO DE ENERGIAS E ALTERNATIVAS E RENOVÁVEIS (CEAR)
1853,CEAR - DIREÇÃO DE CENTRO
1854,CEAR - DPTO DE ENERGIA ELETRICA
1855,CEAR - DEPARTAMENTO DE ENGENHARIA DE ENERGIAS RENOVÁVEIS
1856,CENTRO DE INFORMÁTICA (CI)
1857,CI - DIREÇÃO DE CENTRO
1858,CI - DEPARTAMENTO DE SISTEMAS DE COMPUTAÇÃO
1859,CI - DEPARTAMENTO DE COMPUTAÇÃO CIENTÍFICA
1860,CENTRO DE BIOTECNOLOGIA
1861,CBIOTEC - DIREÇÃO DE CENTRO
1862,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA
1863,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR
1864,CBIOTEC - DEPARTAMENTO DE CIÊNCIAS BÁSICAS
1865,CCAE - DEPARTAMENTO DE DESIGN
1866,CCAE - DEPARTAMENTO DE HOTELARIA E GASTRONOMIA
1867,PROGRAMA MULTI-INSTITUCIONAL E INTER-REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS
1868,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE PRODUÇÃO
1869,PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONOMIA
1870,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA
1871,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA DA INFORMAÇÃO
1872,PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
1873,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA CELULAR E MOLECULAR
1874,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA DE ALIMENTOS
1875,PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA
1876,PROGRAMA DE PÓS-GRADUAÇÃO EM ODONTOLOGIA
1877,PROGRAMA DE PÓS-GRADUAÇÃO EM LETRAS
1878,PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE
1879,PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA
1880,PROGRAMA ASSOCIADO DE PÓS-GRADUAÇÃO EM ARTES VISUAIS
1881,PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO HUMANO
1882,PROGRAMA DE PÓS-GRADUAÇÃO EM PRODUTOS NATURAIS E SINTÉTICOS BIOATIVOS
1883,PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA
1884,PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA
1885,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA
1886,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
1887,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA NUTRIÇÃO
1888,PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA
1889,PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA
1890,PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO
1891,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS JURÍDICAS
1892,PROGRAMA DE PÓS-GRADUAÇÃO EM FÍSICA
1893,PROGRAMA DE PÓS-GRADUAÇÃO EM ZOOTECNIA
1894,PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA
1895,PROGRAMA DE PÓS-GRADUAÇÃO EM MODELOS DE DECISÃO E SAÚDE
1896,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA DO SOLO
1897,PROGRAMA DE PÓS-GRADUAÇÃO EM ECOLOGIA E MONITORAMENTO AMBIENTAL
1898,PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
1899,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA URBANA E AMBIENTAL
1900,PROGRAMA INTEGRADO DE PÓS-GRADUAÇÃO EM PSICOLOGIA SOCIAL
1901,PROGRAMA DE PÓS-GRADUAÇÃO EM LINGUÍSTICA
1902,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DAS RELIGIÕES
1903,PROGRAMA DE PÓS-GRADUAÇÃO EM TECNOLOGIA AGROALIMENTAR
1904,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
1905,PROGRAMA DE PÓS-GRADUAÇÃO EM SERVIÇO SOCIAL
1906,PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
1907,PROGRAMA DE PÓS-GRADUAÇÃO EM MANEJO DE SOLO E ÁGUA
1908,PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA
1909,PROGRAMA ASSOCIADO DE PÓS-GRADUAÇÃO EM MATEMÁTICA
1910,PROGRAMA EM MATEMÁTICA EM REDE NACIONAL
1911,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS BIOLÓGICAS
1912,PROGRAMA DE PÓS-GRADUAÇÃO EM SOCIOLOGIA
1913,PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
1914,PROGRAMA DE PÓS-GRADUAÇÃO EM MATEMÁTICA
1915,PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA BIOMÉDICA
1916,PROGRAMA DE PÓS-GRADUAÇÃO EM GENÉTICA
1917,PROGRAMA DE PÓS-GRADUAÇÃO EM GESTÃO EM ORGANIZAÇÕES APRENDENTES
1918,PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA
1919,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS
1924,PROGRAMA DE PÓS-GRADUAÇÃO EM BIOTECNOLOGIA (RENORBIO)
1925,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA ANIMAL
1926,PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS AGRÁRIAS (AGROECOLOGIA)
1930,PROGRAMA MULTI-INSTITUCIONAL E INTER-REGIONAL DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS
1931,PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITOS HUMANOS; CIDADANIA E POLITICAS PÚBLICAS
1932,PROGRAMA DE PÓS-GRADUAÇÃO EM LINGUÍSTICA E ENSINO
1934,NTI - DIREÇÃO
1935,STI - SECRETARIA EXECUTIVA
1936,STI - GERÊNCIA DE INFRAESTRUTURA DE REDES
1938,STI - GERÊNCIA DE PESQUISA E EXTENSÃO
1939,STI - GERÊNCIA DE BUREAU DE SERVIÇOS (SERVICE DESK)
1940,STI - GERÊNCIA DE OPERAÇÃO DE REDES
1941,STI - GERÊNCIA DE SISTEMAS DE INFORMAÇÃO
1942,BC - DIRETORIA
1943,BC - CONTABILIDADE
1944,BC - SEÇÃO DE CIRCULAÇÃO
1945,BC - COLEÇÕES ESPECIAIS
1946,BC - DIVISÃO DE DESENVOLVIMENTO DAS COLEÇÕES
1947,BC - DIVISÃO DE PROCESSOS TÉCNICOS
1948,BC - SEÇÃO DE INFORMAÇÕES E DOCUMENTAÇÃO
1949,BC - SEÇÃO DE MULTIMEIOS
1950,BC - SEÇÃO DE PERIÓDICOS
1951,BC - SEÇÃO DE REFERÊNCIA
1952,BC - SALA DE LEITURA
1953,BC - SEÇÃO DE MANUTENÇÃO DO PATRIMÔNIO DOCUMENTAL
1954,BC - SEÇÃO DE INTERCÂMBIO
1955,BC - SEÇÃO DE INCLUSÃO PARA USUÁRIOS COM NECESSIDADES ESPECIAIS
1956,BC - DIVISÃO DE SERVIÇOS AO USUÁRIO
1957,BC - EXPEDIENTE NOTURNO
1958,BC - SEÇÃO DE COMPRA
1959,BC - SEÇÃO DE CATALOGAÇÃO E CLASSIFICAÇÃO
1961,BC - SETOR DE GESTÃO DE PESSOAS
1963,CCJ - NÚCLEO DE PRÁTICA JURÍDICA
1966,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO
1967,CCJ - DEPARTAMENTO DE DIREITO PRIVADO
1968,CCJ - DEPARTAMENTO DE DIREITO PROCESSUAL E PRÁTICA JURIDICA
1969,CCJ - BIBLIOTECA SETORIAL
1970,CCJ - COORDENAÇÃO DE MONOGRAFIAS
1971,CCJ - SETOR DE GESTÃO ADMINISTRATIVA E FINANCEIRA
1972,CCJ - LABORATÓRIO DE INFORMÁTICA JURÍDICA (LINJUR)
1973,CCJ - DEPARTAMENTO DE CIÊNCIAS JURÍDICAS
1974,CCJ - COORDENAÇÃO DE DIREITO (JOÃO PESSOA)
1975,CCJ - BIBLIOTECA SETORIAL - SANTA RITA
1976,CCSA - DIREÇÃO DE CENTRO
1977,CCSA - BIBLIOTECA SETORIAL
1978,CCSA - DEPARTAMENTO DE ADMINISTRAÇÃO
1979,CCSA - DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO
1980,CCSA - DEPARTAMENTO DE ECONOMIA
1981,CCSA - DEPARTAMENTO DE FINANÇAS E CONTABILIDADE
1982,CCSA - COORDENAÇÃO DE CIÊNCIAS ATUARIAIS
1983,CCSA - COORDENAÇÃO DE ADMINISTRAÇÃO
1984,CCSA - COORDENAÇÃO DE ARQUIVOLOGIA
1985,CCSA - COORDENAÇÃO DE BIBLIOTECONOMIA
1986,CCSA - COORDENAÇÃO DE ECONOMIA
1987,CCSA - COORDENAÇÃO DE CIÊNCIAS CONTÁBEIS
1991,CCSA - DEPARTAMENTO DE RELAÇÕES INTERNACIONAIS
1992,CCSA - COORDENAÇÃO DO PROGRAMA DE PÓS GRADUAÇÃO EM ECONOMIA
1993,CCSA - SETOR DE GESTÃO DE PESSOAS
1995,PRAC - PRÓ-REITOR DE ASSUNTOS COMUNITÁRIOS
1996,PRAC - SETOR DE GESTÃO DE PESSOAS
1997,PRAC - COORDENAÇÃO DE EXTENSAO CULTURAL
1998,PRAC - NÚCLE INTEGRADO DE ESTUDO P/ A TERCEIRA IDADE
1999,PRAC - NUCLEO DE TEATRO UNIVERSITÁRIO
2000,PRAC - NÚCLEO DE ARTESANATO FEMININO
2001,PRAC - COORDENAÇÃO DO PROGRAMA DE AÇÃO COMUNITÁRIA
2002,PRAC - NÚCLEO DE PESQUISA E DOCUMENTAÇÃO DA CULTURA POPULAR
2003,PRAC - NÚCLEO DE ESTUDO DE AÇÕES EM URGÊNCIAS E DESASTRES
2004,PRAPE - PRÓ-REITORIA DE APOIO E PROMOÇÃO AO ESTUDANTE
2005,PRAPE - RESTAURANTE UNIVERSITÁRIO
2006,PRAPE - COORDENAÇÃO DE APOIO AO ESTUDANTE
2007,PRG - COORDENAÇÃO DE ESCOLARIDADE
2008,PRG - CENTRAL DE AULAS
2009,PRG - COORDENAÇÃO DE REGULAÇÃO E AVALIAÇÃO
2010,PRG - PRÓ-REITORIA DE GRADUAÇÃO
2011,PRG - SUB-COORDENAÇÃO DE REGISTRO DE DIPLOMAS
2012,PRG - ACERVO DE DOCUMENTAÇÃO ESTUDANTIL
2013,PRG - SUB-COORDENAÇÃO DE PERMANÊNCIA
2014,PRG - SUB-COORDENAÇÃO DE ADMISSÃO
2015,PRG - COMISSÃO PERMANENTE DE VESTIBULAR
2016,PRG - COORDENAÇÃO DE CURRÍCULOS ACADÊMICOS
2017,PRG - COORDENAÇÃO GERAL DE ESTÁGIO
2018,CCEN - ALMOXARIFADO SETORIAL
2019,PROGEP - PRÓ-REITOR DE GESTÃO DE PESSOAS
2020,PROGEP - COMISSÃO PERMANENTE DE PESSOAL DOCENTE
2021,PROGEP - ASSESSORIA TÉCNICA E DE PLANEJAMENTO
2022,PROGEP - COMISSÃO PERMANENTE DE ACUMULAÇÃO DE CARGOS E EMPREGOS (CPACE)
2023,PROGEP - CENTRAL DE ATENDIMENTO AO SERVIDOR
2024,PROGEP - CENTRO DE DESENVOLVIMENTO DO SERVIDOR PÚBLICO
2025,PROGEP - NÚCLEO DE TECNOLOGIA E GESTÃO DA INFORMAÇÃO
2027,PROGEP - NÚCLEO DOC. DE PESSOAL E INFORMAÇÃO
2028,PROGEP - COORDENAÇÃO DE PROCESSOS DE GESTÃO DE PESSOAS
2029,PROGEP - DIVISAO DE LEGISLAÇÃO E CONTROLE DE PROCESSOS
2030,PROGEP - DIVISÃO DE CADASTRO E PAGTOS DE SERVIDORES
2031,PROGEP - DIVISÃO DE SELEÇÃO E PROVISÃO
2032,PROGEP - DIVISÃO DE QUALIDADE DE VIDA E BENEFÍCIOS
2033,PROGEP - DIVISÃO DE SEGURAÇA DO TRABALHO
2035,PROGEP - SERVIÇO ESPECIALIZADO EM MEDICINA E SEGURANÇA NO TRABALHO (SESMT)
2036,PROGEP - COORDENAÇÃO DE DESENVOLVIMENTO DE PESSOAS
2037,PROGEP - DIVISÃO DE PLANEJAMENTO E CARREIRA
2038,PROGEP - DIVISÃO DE GESTÃO DE DESEMPENHO
2039,PROGEP - DIVISÃO DE EDUCAÇÃO E CAPAC. PROFISSIONAL
2042,PROPLAN - COORDENAÇÃO DE ORÇAMENTO
2043,PROPLAN - COORDENAÇÃO DE PLANEJAMENTO
2044,PROPLAN - COORDENAÇÃO DE CONVÊNIOS
2045,PROPLAN - PRÓ-REITOR DE PLANEJAMENTO
2046,CCJ - DIREÇÃO DE CENTRO
2048,PRAC - PRÓ-REITORIA DE ASSUNTOS COMUNITÁRIOS
2049,PROEX - SETOR DE GESTÃO DE PESSOAS
2050,PRAC - COORDENAÇÃO DE EXTENSAO CULTURAL
2051,PRAC - NÚCLEO INTEGRADO DE ESTUDO PARA A TERCEIRA IDADE
2052,PRAC - NUCLEO DE TEATRO UNIVERSITÁRIO
2053,PRAC - NÚCLEO DE ARTESANATO FEMININO
2054,PRAC - COORDENAÇÃO DO PROGRAMA DE AÇÃO COMUNITÁRIA
2055,PRAC - NÚCLEO DE PESQUISA E DOCUMENTAÇÃO DA CULTURA POPULAR
2056,PRAC - NÚCLEO DE ESTUDO DE AÇÕES EM URGÊNCIAS E DESASTRES
2057,PROGEP - COORDENAÇÃO DE QUALIDADE DE VIDA; SAÚDE E SEGURANÇA DO TRABALHO
2058,PRPG - PRÓ-REITORIA DE PÓS-GRADUAÇÃO
2059,PRPG - PRÓ-REITORIA DE PÓS-GRADUAÇÃO
2060,PRPG - COORDENAÇÃO GERAL DE PESQUISA
2062,PRPG - PRÓ-REITORIA DE PÓS-GRADUAÇÃO
2063,PRPG - COORDENAÇÃO GERAL DE PESQUISA
2065,PRPG - PRÓ-REITORIA DE PÓS-GRADUAÇÃO
2066,PRPG - COORDENAÇÃO DE CONTABILIDADE
2067,PRPG - COORDENAÇÃO DE INOVAÇÃO TECNOLÓGICA
2068,CCA - DIRETORIA DE CENTRO
2070,CEAR - COORDENAÇÃO DE ENGENHARIA ELÉTRICA
2071,HOSP - HULW AMBULATÓRIO (TÉCNICOS)
2073,CEAR - LABORATORIO DE ENERGIA SOLAR
